"Time","Attesa"
"0.6370474014443697","NaN"
"1.2879825553251099","Infinity"
"3.171547980874977","1.1102230246251565E-16"
"3.849474374214517","0.0"
"5.517744506285772","0.0"
"6.068399747265019","0.0"
"11.072143372882163","0.0"
"11.757512736449995","1.4802973661668753E-16"
"12.116765308895012","1.1102230246251565E-16"
"12.760706363112925","2.220446049250313E-16"
"14.613411077671751","1.7763568394002506E-16"
"15.539482976977494","-0.10729067356990427"
"16.075936344827017","0.10729067356990499"
"16.585479233981278","0.06804858575911421"
"16.713641087276116","0.11076920352406017"
"17.44988521360309","0.09494503159205182"
"18.27003534932159","0.08307690264304535"
"19.32083279531778","0.08307690264304535"
"20.391513908283297","0.07384613568270698"
"21.39355937716331","0.07384613568270698"
"21.625609017318883","0.06646152211443627"
"21.652577196409297","-0.10945310085004004"
"23.41172342605406","0.24237614507891259"
"23.57800686556726","0.1804977907915557"
"23.78524166139776","0.21817684457891898"
"24.016292617649274","0.2811907417384231"
"24.31647366669019","0.21320684452128166"
"24.504477777408862","0.2602078722009498"
"24.595792383600017","0.2906460742646681"
"25.151270740598378","0.5220953896806516"
"25.34807348699841","0.4615436431054889"
"25.519733851565277","0.5275668602465922"
"26.203559041994968","0.8431784865987569"
"27.39441592900854","1.1231962767027237"
"28.8512992657297","1.3302612195429842"
"28.99277885658655","1.377421083161934"
"29.976477090372754","1.4757756842992262"
"31.404069664477408","1.552516036725981"
"31.478893137132665","1.5701215597036884"
"32.18669389470098","1.5615371127832962"
"32.6181528739593","1.502059316281982"
"33.18762384846029","1.424155172759158"
"33.243647402634785","1.4297575281766073"
"33.883864731869","1.3393803998351002"
"34.35202689886404","1.3839672728822472"
"34.49876703208917","1.3047993279931713"
"34.85649454676659","1.3373200111456642"
"35.6378876304448","1.23277968584683"
"35.90237247082085","1.2557783676186605"
"36.70499510117232","1.3604682759253741"
"36.84298525542123","1.260128587120669"
"38.02865966505769","1.4083378883252262"
"38.644397058453116","1.376633868528034"
"38.85249605294621","1.3236864120461864"
"40.610305421069185","1.2746609893778091"
"40.78771098268085","1.2746609893778096"
"51.51357992263898","1.2291373826143164"
"51.816203226978665","1.2291373826143166"
"54.252877879187935","1.1867533349379609"
"54.86458420218433","1.1867533349379609"
"59.388108172429256","1.1471948904400289"
"60.15327790171618","1.1471948904400286"
"62.422156029909026","1.1101886036516406"
"63.029916071913014","1.1101886036516404"
"66.90318668970572","1.0754952097875266"
"67.62339228239128","1.0754952097875266"
"67.75633209896917","1.042904445854571"
