"Event","Time","TotalJobs"
"Service","860.7844383071977","68"
"Service","861.7334692790714","67"
"Service","862.7127078054427","66"
"Service","866.4738400829167","65"
"Service","876.5993343873762","64"
"Service","876.9160141677036","63"
"Service","881.8689304942989","62"
"Service","885.1840976173467","61"
"Service","893.708008108625","60"
"Service","896.2345278851622","59"
"Service","897.5437466232939","58"
"Service","898.5093783000989","57"
"Service","910.7074682444078","55"
"Service","911.2414627682247","54"
"Service","913.9485741715774","53"
"Service","916.8387515599751","52"
"Service","927.0474216855881","51"
"Service","928.5995966617512","50"
"Service","930.1834938315894","49"
"Service","932.1805331358233","48"
"Service","940.6877312495224","47"
"Service","944.6741135533196","46"
"Service","948.6745321154467","45"
"Service","950.3288860343521","44"
"Service","955.1903845867489","43"
"Service","957.1170062209694","42"
"Service","960.9344826123545","41"
"Service","966.4988129477646","40"
"Service","970.7849821436488","39"
"Service","974.9283480720995","38"
"Service","980.4116281604149","37"
"Service","984.0455559095425","36"
"Service","987.3873906632082","35"
"Service","995.6277301634915","33"
"Service","995.6578476060952","32"
"Service","997.841528735189","31"
"Service","999.8814757393146","30"
"Service","1009.8164229423552","29"
"Service","1010.4761603771441","28"
"Service","1014.0385616034112","27"
"Service","1018.4155838762945","26"
"Service","1022.2862084359604","25"
"Service","1026.2079524494927","24"
"Service","1029.786827117937","23"
"Service","1035.944991380838","22"
"Service","1038.2584076207502","21"
"Service","1040.694144136359","20"
"Service","1047.4943350367441","19"
"Service","1054.9088984401542","18"
"Service","1055.1722762084544","17"
"Service","1057.7332737249014","16"
"Service","1061.7205637931033","15"
"Service","1068.9834707050911","14"
"Service","1071.2796582916026","13"
"Service","1072.4462354984435","12"
"Service","1072.565733860704","11"
"Service","1084.021678930777","10"
"Service","1086.2838560073365","9"
"Service","1086.3396658470194","8"
"Service","1088.0473196787175","7"
"Service","1099.405552636868","6"
"Service","1103.4541970862185","5"
"Service","1104.1034026629736","4"
"Service","1104.16069323445","3"
"Service","1120.3188888994214","2"
"Service","1120.9176880011228","1"
"Service","1122.030845818317","0"
