"Event","Time","TotalJobs"
"Service","3223.0655056650394","1"
"Service","3233.767567884432","0"
"Service","3263.7761881579045","1"
"Service","3280.799918132251","0"
"Service","3376.8069767606544","1"
"Service","3397.1526611100453","4"
"Service","3405.880188252997","3"
"Service","3421.96485398083","3"
"Service","3428.7740841732866","3"
"Service","3447.269081060299","3"
"Service","3453.7546579254263","2"
"Service","3474.6160414618757","3"
"Service","3478.732577404006","2"
"Service","3499.0866858095405","2"
"Service","3503.80351509396","2"
"Service","3526.782567195192","4"
"Service","3531.737760493347","3"
"Service","3546.8809441520543","4"
"Service","3556.9926550758373","3"
"Service","3575.972566046884","5"
"Service","3588.058227472538","4"
"Service","3600.160912255372","4"
"Service","3607.0850188939685","3"
"Service","3632.0478878462186","5"
"Service","3636.666137312859","4"
"Service","3650.373847213875","6"
"Service","3657.321242037529","6"
"Service","3678.816277886627","7"
"Service","3689.657660914624","7"
"Service","3704.387673690339","6"
"Service","3713.804113121067","5"
"Service","3726.5304022415494","5"
"Service","3739.1041012197884","5"
"Service","3747.356557892994","5"
"Service","3756.7230532659464","4"
"Service","3769.1094119573445","3"
"Service","3780.331037216886","4"
"Service","3796.0870902961206","3"
"Service","3804.460030237696","3"
"Service","3824.2095881056803","4"
"Service","3831.8548678183624","4"
"Service","3846.4056506144866","5"
"Service","3857.1375508022334","4"
"Service","3873.5349583645266","4"
"Service","3877.5052680172466","3"
"Service","3885.859218576656","3"
"Service","3899.6301211242117","3"
"Service","3904.687927352405","2"
"Service","3927.798117018047","2"
"Service","3929.212378330812","1"
"Service","3954.423920598974","2"
"Service","3955.3555827132163","1"
"Service","3987.8327499006077","0"
"Service","4076.7647458833703","2"
"Service","4082.936759178708","1"
"Service","4105.8683753876885","2"
"Service","4115.892815361587","2"
"Service","4132.190316882449","1"
"Service","4136.979545292275","2"
"Service","4160.012808768066","4"
"Service","4161.185003763362","3"
"Service","4180.4116165092755","5"
"Service","4181.798750549237","4"
"Service","4211.9504937451775","4"
"Service","4213.628259900763","3"
"Service","4238.89515889788","3"
"Service","4241.191130999593","2"
"Service","4265.183409924458","3"
"Service","4270.492525678393","2"
"Service","4291.475241206343","1"
"Service","4298.777905422482","0"
"Service","4319.918184439189","2"
"Service","4330.872943906684","1"
"Service","4350.644703787937","2"
"Service","4369.318943179933","3"
"Service","4369.810348794505","2"
"Service","4391.430352093318","4"
"Service","4394.211378383305","3"
"Service","4417.769682606631","2"
"Service","4424.612919369663","1"
"Service","4450.55503283677","2"
"Service","4471.650584459042","2"
"Service","4482.062523115272","2"
"Service","4499.622343163886","4"
"Service","4507.3307345227195","4"
"Service","4513.431579636459","3"
"Service","4532.1109658065425","4"
"Service","4536.371460699098","3"
"Service","4560.110003801806","3"
"Service","4563.856299110926","2"
"Service","4578.435934977237","2"
"Service","4583.62841060153","1"
"Service","4599.57686749038","2"
"Service","4603.051258312509","1"
"Service","4622.943277405744","2"
"Service","4637.638284438052","4"
"Service","4640.602803808828","3"
"Service","4663.927841591965","2"
"Service","4667.820274881722","1"
"Service","4683.100234698536","3"
"Service","4693.550327719073","3"
"Service","4711.866498969243","5"
"Service","4721.136639810411","4"
"Service","4739.12867671257","3"
"Service","4751.762616428983","3"
"Service","4764.767300910078","2"
"Service","4776.382993848823","3"
"Service","4793.958952538995","3"
"Service","4798.242488847855","3"
"Service","4816.52550044028","3"
"Service","4821.3614733978775","4"
"Service","4836.318033451545","3"
"Service","4851.541399215593","3"
"Service","4858.755262045165","2"
"Service","4879.681970350112","2"
"Service","4890.047177307454","2"
"Service","4907.354314894509","3"
"Service","4911.426054810773","2"
"Service","4936.7403917127385","5"
"Service","4937.535037366637","4"
"Service","4969.7052122475325","5"
"Service","4969.91235837753","4"
"Service","4995.942213457396","8"
"Service","5004.004268270298","7"
"Service","5014.129755982533","6"
"Service","5028.692460105274","5"
"Service","5037.318621731565","4"
"Service","5054.429891350983","4"
"Service","5061.437148811281","3"
"Service","5070.610229922143","2"
"Service","5084.848656522711","1"
"Service","5100.7935356098415","0"
"Service","5136.218440026149","2"
"Service","5137.112452545355","1"
"Service","5169.720779646184","4"
"Service","5170.166921152517","3"
"Service","5190.057368944589","3"
"Service","5190.531817542009","2"
"Service","5216.596732270197","2"
"Service","5222.596331914209","1"
"Service","5237.152375611872","3"
"Service","5247.481829480967","3"
"Service","5264.500988395969","2"
"Service","5268.238541121639","1"
"Service","5288.118318227873","1"
"Service","5295.141957562053","0"
"Service","5320.659885343983","2"
"Service","5330.526127053042","3"
"Service","5343.9737683439525","2"
"Service","5355.337965947569","1"
"Service","5378.725426632516","1"
