"Time","Risposta"
"4.460364810804865","NaN"
"16.713641087276116","Infinity"
"16.81253439839698","Infinity"
"19.32083279531778","Infinity"
"21.454373417076255","Infinity"
"28.65310992519743","50.1063301008728"
"31.777582251313067","28.17763737655204"
"40.48744024909125","41.242424373219315"
"49.561708585499574","33.544461806418425"
"49.88495624848484","25.239158270560136"
"50.4756238262254","25.534492059430416"
"52.38719286028691","26.968168834976545"
"62.40596499833822","36.986940973027856"
"66.62123212340663","32.11871305346333"
"77.83249124185176","30.502680584034483"
"84.56506194879914","27.10695060159347"
"88.12657440999405","28.124525590506302"
"92.79385375467862","25.192369809778587"
"97.1244690599481","26.275023636095955"
"101.12912289555493","23.800538102708273"
"103.35625214434918","24.295455713551444"
"115.05444824850225","28.1948544149358"
"115.13837396840995","25.39215411742376"
"122.99684555181793","27.74969559244615"
"126.999903740947","25.9548247547927"
"133.04698638666713","27.604029112716372"
"135.58621804165264","28.527386078165648"
"141.37785196511356","27.59801238585041"
"142.99719699610216","28.13779406284661"
"143.04382528222246","28.15722251539673"
"145.9421075888963","26.883061493188936"
"158.81449104102623","31.8339782055466"
"162.3378653391665","30.566800990333352"
"163.93464078562621","31.13707793549753"
"164.47550013055957","29.205501898446588"
"166.68562637707402","27.794556701015136"
"170.11162165214978","28.651055519784077"
"173.69264763046783","29.770126138008468"
"174.51754398211054","30.079462269874483"
"177.0475833643159","31.186354499589328"
"179.4323499179754","30.193545371493308"
"186.502390157477","33.104738411288096"
"187.17455898837818","33.42105315524159"
"187.77045430016364","33.73652714383388"
"192.45491991972327","33.944260355647394"
"192.45491991972327","33.944260355647394"
"194.79158097600552","34.982776380661726"
"196.70321937635072","33.84586545549092"
"202.27094209264868","36.19016975709006"
"208.6209315213143","39.198059486457986"
"213.55281313846365","41.793786653378696"
"222.82862689344168","43.878213510449875"
"223.1270340244738","41.90245367891688"
"224.27175889677642","40.362027334698766"
"226.23846137019623","41.07719187048779"
"235.11877515146833","44.710047508280915"
"235.5427340917915","42.913596378468064"
"235.5427340917915","42.913596378468064"
"236.4956008476367","43.24502829354466"
"238.0181124544256","43.84079370489684"
"242.45410361910857","43.49275768875379"
"253.56896823443935","47.66083191950284"
"254.54126239638458","46.0655327745452"
"259.24282733039485","47.758096150788894"
"265.5750949892722","47.86963634772082"
"276.90281563176364","49.033503316228945"
"284.0669093782378","48.8174697148938"
"285.52146066505213","49.181107536597374"
"287.1390729250803","49.643282468033995"
"289.96807047896436","48.6143066200738"
"295.8506506634572","48.170345769636576"
"298.1269938223239","48.70149250670548"
"299.1579757254986","48.97642101421873"
"300.1871025780754","47.628919948212875"
"301.230194553195","47.898104974050206"
"302.81295711536865","48.357616685649"
"303.44735953473923","48.56226262738145"
"305.86097149668626","47.72352028457338"
"310.0678406869624","49.038166906534684"
"315.19697756769307","48.95101736168744"
"321.3975735476875","50.82998584047363"
"325.3435839888093","50.379518432521365"
"326.1583507137547","49.126336014436845"
"327.02161341110167","49.34831785089749"
"334.6238875080081","49.666925487685106"
"341.50203601799774","51.38646261518251"
"347.96373739237197","51.39476392274498"
"347.96373739237197","50.04227013530432"
"350.5959104330538","50.45787640488566"
"354.64915560995445","49.683731519747646"
"359.6835132162965","50.4582480745695"
"359.81235731677225","49.21289738526473"
"371.62213531521917","49.16475627815554"
"372.1859588157865","49.23351524163935"
"376.15174474415244","49.813874157985595"
"379.7589912665891","49.05726364499029"
"389.391879589022","48.81247968324009"
"393.521935803834","49.292718777985684"
"393.521935803834","48.17242971484964"
"396.5457025906505","48.37859563213258"
"401.9859264444248","47.545303456030716"
"426.42305164286194","47.042951754778684"
