"Time","Rho"
"51.371721782793365","0.0"
"80.75388946074975","0.783958192231447"
"101.5611337767914","1.3393227977151754"
"144.52397939681342","0.9411804352244164"
"147.94734707840632","0.9194023719598735"
"174.5393751340604","0.779326393970304"
"177.9870681774083","0.764230475966246"
"183.8415233622853","1.1114859210454706"
"195.06745971414367","1.047521022830628"
"197.93904736247006","1.032324180819894"
"224.9929984978645","0.9081938828539659"
"226.18482672424966","0.9034083668655954"
"228.66123471775705","1.0771764826427666"
"239.09654352360621","1.0301633846317286"
"246.129566654264","1.0007270068289396"
"248.6780391919769","0.9904714760111083"
"303.76071306434636","0.8108635973535178"
"310.1273059428367","0.7942174062396998"
"314.61531436075757","0.9827655245595036"
"327.20619058573806","1.0669279412873525"
"334.9875687726724","1.042144425171272"
"383.2309978019915","0.9109530004107209"
"389.5747166030043","0.8961193127270477"
"394.44000005258863","0.8850659853249523"
"435.8964657871915","0.9641660022458772"
"440.8766701011737","1.13017093424159"
"440.99691335998625","1.1298627791683198"
"449.472007231028","1.1085584644150193"
"459.5110235327742","1.0843395971283514"
"508.3557035755105","0.9801522725702102"
"515.623058489421","0.96633769558967"
"521.1397146137002","0.9561082837505662"
"528.3602647249011","0.9430421464282418"
"535.7899706132366","0.929965145788892"
"536.782251078638","0.9282460385609311"
"541.5343350439222","1.0625603446487515"
"561.9561879666596","1.0239462114750149"
"581.4711514503429","0.9895811825714318"
"590.000162634018","0.9752758492718175"
"591.8753564320347","0.9721859567732777"
"597.65917748339","1.024972625117283"
"616.3062650148904","0.9939608451908013"
"666.2181292064026","0.919495086091841"
"691.0760741783133","0.9479709434493176"
"696.7230042381162","1.02746669129818"
"704.0970352564665","1.0167059994154275"
"741.1523041859607","0.965873918049981"
"751.2896131333624","0.9528411778917966"
"812.5553579419109","0.9637055690258579"
"885.6985004824697","0.9296702397321499"
"893.24218530896","1.0093670678178572"
"1013.6044589632168","0.9488813646769397"
"1042.1019168076227","0.9556286500687485"
"1081.7485904217679","0.9882435527947496"
"1188.439161280016","0.9553999004361832"
"1214.5557626863038","0.9854412907335497"
"1311.316645456163","0.9666240915940735"
"1355.9094881998828","0.9680052881890223"
"1401.2712328099747","0.9877618214243937"
"1499.0988288935407","0.9656981654082042"
"1528.3807600061618","0.9957004513826574"
"1645.6763354326667","0.9603694033313281"
"1645.6763354326667","1.0061739105576983"
"1647.3636764827897","1.0051433193366561"
"1746.3642183851712","0.976506989167833"
"1796.4351226298509","0.9719749986361687"
"1827.8705403499216","0.9951205504157172"
"1904.0325449763754","0.9753155456373549"
"1942.158147296998","0.9779793445004862"
"1988.748567566139","0.9845476377651239"
"2059.412452289436","0.97925063515464"
"2106.075062853716","0.988137304102937"
"2188.233218083216","0.970207177670673"
"2189.9715423637895","0.9694370604972273"
